user_id,age,home_country,budget_level,attr_culture,attr_adventure,attr_nature,attr_beaches,attr_nightlife,attr_cuisine,attr_wellness,ctx_urban,ctx_seclusion
419,60,Peru,Mid-range,4,3,4,1,4,2,3,3,3
420,60,Maldives,Mid-range,4,2,4,3,2,4,3,3,2
421,62,Hungary,Budget,4,4,3,3,2,4,3,2,4
422,23,Sierra Leone,Mid-range,3,3,3,2,2,3,3,1,2
423,41,Belgium,Mid-range,4,3,3,1,3,4,3,1,2
424,62,Croatia,Budget,3,2,3,2,3,3,3,2,1
425,47,Georgia,Luxury,4,4,2,1,3,3,2,2,2
426,32,Malawi,Mid-range,5,2,2,2,2,3,2,3,3
427,31,Bhutan,Mid-range,4,2,4,1,3,3,2,3,2
428,47,Poland,Budget,3,3,3,4,1,3,4,2,1
429,68,Poland,Mid-range,3,3,3,3,4,4,2,1,2
430,39,Germany,Budget,4,2,3,3,4,3,3,1,3
431,31,Slovakia,Mid-range,3,2,5,1,2,2,3,2,3
432,46,Venezuela,Mid-range,2,3,3,2,2,3,2,2,2
433,67,Ukraine,Mid-range,3,3,4,3,4,4,3,4,2
434,21,Cuba,Mid-range,2,3,3,1,2,3,3,2,5
435,69,Lithuania,Budget,4,3,4,2,2,3,3,4,2
436,56,Luxembourg,Luxury,4,3,5,1,3,4,2,2,4
437,33,Tunisia,Mid-range,4,3,4,1,3,4,3,2,3
438,53,Kosovo,Mid-range,2,4,3,1,2,4,3,3,3
439,18,Switzerland,Mid-range,3,4,4,3,2,3,3,2,2
440,54,Dominican Republic,Budget,4,3,5,2,3,3,3,3,4
441,29,Denmark,Mid-range,2,3,3,1,3,4,3,1,4
442,62,Senegal,Budget,4,2,3,1,4,4,3,4,3
443,21,Philippines,Luxury,4,3,4,3,3,3,2,4,3
444,36,American Samoa,Budget,4,3,4,2,2,3,3,4,3
445,48,Angola,Mid-range,3,2,4,2,4,3,2,2,4
446,19,Trinidad and Tobago,Mid-range,3,3,3,1,1,4,3,3,2
447,22,Russia,Mid-range,3,1,4,4,1,3,2,2,2
448,43,Myanmar,Budget,4,2,5,2,3,3,3,4,2
449,40,Thailand,Mid-range,3,3,3,2,3,5,3,2,1
450,57,Belarus,Budget,3,4,5,3,1,3,2,2,1
451,30,Botswana,Mid-range,5,3,4,1,2,2,2,3,3
452,18,Taiwan,Mid-range,2,3,2,2,1,3,3,2,3
453,28,Malaysia,Mid-range,5,2,4,4,1,4,2,3,1
454,20,Ireland,Mid-range,3,2,4,1,2,4,4,2,4
455,51,Oman,Mid-range,4,3,5,3,3,3,2,2,3
456,25,Oman,Luxury,2,2,4,1,1,3,3,2,3
457,53,Colombia,Mid-range,4,3,3,2,1,3,3,2,2
458,52,Iran,Luxury,4,3,3,2,2,4,2,3,3
459,55,Hungary,Mid-range,3,2,2,2,4,4,3,4,3
460,65,Guyana,Mid-range,4,2,3,2,3,3,2,3,5
461,68,Tunisia,Mid-range,4,4,3,3,2,3,4,3,2
462,57,Tuvalu,Mid-range,3,1,4,1,4,3,2,2,4
463,62,Gambia,Mid-range,3,1,3,4,2,3,2,3,1
464,25,Laos,Budget,3,3,3,2,2,3,2,3,1
465,53,South Korea,Luxury,4,3,2,2,3,3,3,2,1
466,68,Tunisia,Mid-range,4,1,3,1,4,3,2,2,1
467,32,Sri Lanka,Mid-range,3,3,4,3,1,3,3,1,2
468,36,Palau,Mid-range,3,2,4,2,2,3,2,2,4
469,69,Moldova,Mid-range,3,2,4,1,1,3,3,4,4
470,57,Lithuania,Budget,3,2,3,2,1,3,1,3,2
471,23,Bahrain,Budget,3,2,1,4,3,3,4,3,3
472,25,Monaco,Budget,4,1,4,1,2,4,3,2,2
473,33,China,Budget,3,5,4,3,1,3,3,3,2
474,31,Portugal,Mid-range,2,3,3,1,3,4,3,3,3
475,25,Russia,Budget,3,4,3,4,2,3,3,3,2
476,52,Canada,Budget,3,2,4,1,3,4,2,1,2
477,32,Togo,Mid-range,3,3,3,1,2,4,3,2,4
478,32,Ireland,Budget,3,3,4,1,2,5,3,2,3
479,22,Cape Verde,Mid-range,4,1,3,1,3,4,3,2,1
480,18,Tonga,Mid-range,2,2,2,3,2,4,1,2,4
481,58,Denmark,Mid-range,4,4,3,1,3,3,2,2,4
482,56,Mongolia,Mid-range,4,5,3,4,2,3,2,1,2
483,44,Barbados,Luxury,3,4,2,3,2,4,2,2,3
484,41,American Samoa,Mid-range,4,3,2,1,2,3,3,3,1
485,69,Bangladesh,Mid-range,4,3,4,2,2,3,2,4,3
486,60,Guyana,Luxury,4,2,3,2,4,3,2,2,3
487,56,Peru,Mid-range,5,2,3,1,1,4,3,1,2
488,48,Norway,Mid-range,4,3,3,3,3,3,3,3,1
489,46,Namibia,Mid-range,3,3,3,3,3,4,2,2,3
490,36,Ecuador,Mid-range,3,3,3,2,1,3,3,1,5
491,38,Slovenia,Luxury,4,3,4,1,2,4,2,2,3
492,38,Togo,Budget,2,2,4,2,3,3,3,2,3
493,44,Tunisia,Mid-range,5,3,5,2,4,2,2,3,2
494,64,Cyprus,Mid-range,5,2,4,1,1,4,2,2,2
495,31,Tonga,Budget,3,4,2,3,2,3,2,2,5
496,24,Poland,Mid-range,4,3,4,2,3,4,3,1,3
497,57,Croatia,Luxury,3,4,5,2,3,5,3,1,4
498,21,Uzbekistan,Budget,2,4,3,5,2,3,3,1,2
499,46,Ecuador,Luxury,3,2,3,1,4,3,2,2,1
500,60,Cuba,Mid-range,3,3,4,3,3,2,2,3,2
501,41,Georgia,Luxury,3,2,5,4,3,3,3,4,3
502,34,São Tomé and Príncipe,Luxury,2,3,3,1,3,4,3,4,1
503,60,Laos,Budget,4,2,4,3,1,3,2,3,2
504,36,Madagascar,Budget,4,4,4,5,2,3,3,3,2
505,69,Tunisia,Budget,4,3,3,3,2,5,3,4,5
506,46,Luxembourg,Luxury,3,3,3,3,1,4,2,2,2
507,35,Ukraine,Mid-range,3,3,5,3,2,4,3,4,3
508,48,Burundi,Mid-range,4,4,3,4,3,3,3,2,1
509,30,Mexico,Mid-range,4,2,3,1,3,3,2,2,1
510,29,Greece,Mid-range,3,3,3,4,3,2,2,3,2
511,61,Papua New Guinea,Budget,3,4,5,1,2,4,3,2,1
512,64,Germany,Budget,2,1,3,3,3,5,3,2,3
513,27,Kuwait,Budget,3,2,3,1,3,4,2,2,3
514,49,Egypt,Mid-range,3,3,2,2,2,3,3,4,3
515,52,China,Budget,3,4,4,4,3,3,2,1,2
516,58,Japan,Budget,3,2,3,1,3,4,2,2,2
517,39,Trinidad and Tobago,Budget,4,2,2,2,3,4,3,3,3
518,69,Paraguay,Mid-range,3,3,4,1,3,3,2,2,2
519,58,Argentina,Mid-range,3,4,3,2,2,3,4,1,3
520,54,Vanuatu,Mid-range,2,2,3,1,3,3,2,2,1
521,21,Kosovo,Mid-range,3,3,3,1,2,3,3,2,1
522,32,Croatia,Budget,4,1,3,2,1,4,2,2,3
523,48,Cook Islands,Budget,3,2,3,3,3,2,2,2,4
524,49,Bhutan,Budget,4,2,4,2,2,4,3,2,2
525,29,Vanuatu,Mid-range,3,3,3,1,3,2,2,4,2
526,60,Georgia,Mid-range,3,3,3,1,2,4,2,3,3
527,58,French Polynesia,Budget,4,3,3,1,2,3,4,3,2
528,50,Tonga,Mid-range,3,2,4,3,2,3,2,3,3
529,33,Benin,Budget,3,2,3,1,4,4,3,3,3
530,59,Guyana,Mid-range,3,2,4,2,3,3,2,2,3
531,32,Belize,Mid-range,3,1,4,4,3,4,2,3,3
532,51,Bosnia and Herzegovina,Budget,3,2,2,3,3,3,3,2,3
533,24,Benin,Mid-range,3,1,3,1,3,3,3,3,1
534,37,Peru,Mid-range,4,4,2,1,3,4,3,3,1
535,45,Saint Kitts and Nevis,Budget,5,3,3,2,2,5,2,2,3
536,33,Trinidad and Tobago,Mid-range,3,3,2,2,2,4,3,2,2
537,38,Vietnam,Luxury,4,3,5,3,4,4,2,2,1
538,58,Sierra Leone,Mid-range,3,3,4,1,3,4,2,2,3
539,20,South Africa,Budget,4,2,2,1,3,4,3,1,3
540,45,French Polynesia,Mid-range,4,3,4,4,3,3,2,1,4
541,34,Singapore,Mid-range,4,3,5,2,2,3,2,1,2
542,65,French Polynesia,Budget,2,2,1,3,3,4,3,3,1
543,25,Finland,Mid-range,5,2,4,1,3,4,2,2,3
544,36,Tajikistan,Mid-range,3,2,3,1,4,3,2,2,1
545,63,New Caledonia,Mid-range,2,4,5,2,4,3,2,3,3
546,64,Namibia,Mid-range,3,4,5,3,2,4,3,2,3
547,59,Sierra Leone,Mid-range,3,3,4,3,3,3,2,5,4
548,68,Trinidad and Tobago,Mid-range,3,3,4,1,3,4,2,4,2
549,54,French Polynesia,Mid-range,4,3,2,1,2,2,1,3,2
550,64,Portugal,Mid-range,3,3,4,2,1,3,2,2,1
551,65,Switzerland,Budget,3,3,3,1,4,4,2,2,3
552,57,Costa Rica,Mid-range,3,2,3,3,2,3,4,1,1
553,46,Uganda,Budget,4,2,4,1,3,3,2,3,2
554,38,China,Budget,3,3,4,2,3,3,3,2,3
555,26,Lesotho,Budget,3,3,3,3,1,4,2,2,3
556,30,Venezuela,Mid-range,3,3,3,2,2,3,3,4,5
557,39,Cuba,Mid-range,4,2,3,3,2,3,2,1,1
558,21,Kyrgyzstan,Mid-range,2,3,3,2,3,4,3,4,5
559,43,Georgia,Budget,2,2,2,2,3,3,3,3,1
560,39,Mongolia,Luxury,4,2,3,1,2,3,3,2,1
561,30,French Guiana,Mid-range,3,5,2,2,1,2,2,4,4
562,18,Montenegro,Mid-range,3,2,3,3,1,3,2,3,1
563,69,Maldives,Mid-range,3,3,4,3,2,3,2,2,5
564,61,Seychelles,Mid-range,4,3,1,1,4,4,2,4,2
565,19,Romania,Luxury,4,3,4,2,1,3,2,3,3
566,38,South Africa,Budget,3,2,2,1,4,4,2,2,2
567,28,Jordan,Mid-range,2,3,3,1,2,3,3,3,3
568,60,Ecuador,Mid-range,2,2,3,2,2,1,3,4,2
569,56,Bhutan,Mid-range,3,2,5,3,1,4,3,3,3
570,59,Equatorial Guinea,Budget,4,2,4,3,2,3,3,3,3
571,18,Sierra Leone,Budget,2,3,2,5,2,3,3,2,3
572,35,Paraguay,Budget,3,3,3,3,2,3,1,2,2
573,23,São Tomé and Príncipe,Budget,4,2,4,3,3,4,3,1,2
574,63,Bosnia and Herzegovina,Mid-range,4,2,3,4,3,3,3,3,3
575,34,New Zealand,Mid-range,3,3,4,1,3,4,3,3,2
576,63,Botswana,Luxury,5,3,2,3,1,4,2,4,3
577,30,South Africa,Mid-range,3,3,2,1,3,3,2,4,3
578,47,Republic of the Congo,Budget,3,3,2,2,2,4,2,3,2
579,42,Ecuador,Mid-range,2,3,3,1,1,3,3,3,3
580,32,Moldova,Luxury,3,2,2,1,2,5,2,2,3
581,63,Paraguay,Mid-range,5,2,3,1,4,4,3,2,3
582,64,Rwanda,Mid-range,4,3,4,1,3,4,4,3,2
583,56,Finland,Budget,2,4,4,1,3,4,3,4,4
584,38,Austria,Luxury,3,2,3,2,3,4,3,3,1
585,60,Netherlands,Budget,3,3,3,3,1,3,3,3,3
586,52,Moldova,Budget,3,2,3,1,2,3,2,2,2
587,37,Comoros,Budget,4,2,5,1,4,3,4,4,2
588,68,Azerbaijan,Mid-range,4,2,2,1,1,3,4,3,2
589,69,Italy,Mid-range,3,3,4,2,1,3,3,2,2
590,27,Uganda,Mid-range,3,3,2,2,2,3,3,2,1
591,35,Bosnia and Herzegovina,Luxury,4,3,3,5,2,3,2,1,2
592,41,Nepal,Budget,5,3,4,1,2,4,2,5,3
593,36,Slovakia,Mid-range,3,2,4,2,2,3,3,5,2
594,57,Mongolia,Luxury,2,3,4,1,4,3,3,3,2
595,18,Slovenia,Budget,3,2,4,5,1,5,2,3,3
596,61,Hong Kong,Mid-range,3,3,3,1,2,4,3,2,4
597,34,Slovenia,Luxury,4,3,4,2,5,4,3,1,1
598,65,Eswatini,Mid-range,3,4,3,3,4,4,2,4,3
599,26,American Samoa,Mid-range,3,3,2,1,1,3,2,3,4
600,32,Tajikistan,Mid-range,4,2,3,1,2,3,2,1,1
